10000 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '26446', 'pageindex': 0, 'classname': '（1）班', 'classid': '26553', 'schoolname': '周恩来红军小学', 'gradeid': '26452', 'draw': 0, 'isadmin': 0, 'length': 10}]
34559 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '9856', 'pageindex': 0, 'classname': '（15）班', 'classid': '9961', 'schoolname': '苏州湾实验初级中学', 'gradeid': '9857', 'draw': 0, 'isadmin': 0, 'length': 10}]
34563 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '77', 'pageindex': 0, 'classname': '（3）班', 'classid': '531', 'schoolname': '苏州带城实验小学', 'gradeid': '534', 'draw': 0, 'isadmin': 0, 'length': 10}]
34565 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '11377', 'pageindex': 0, 'classname': '（1）班', 'classid': '15152', 'schoolname': '白道峪小学', 'gradeid': '14105', 'draw': 0, 'isadmin': 0, 'length': 10}]
34574 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '10397', 'pageindex': 0, 'classname': '（2）班', 'classid': '10499', 'schoolname': '新绛县希望学校', 'gradeid': '10491', 'draw': 0, 'isadmin': 0, 'length': 10}]
34581 [{'gradename': '中学北教学楼', 'start': 0, 'pageno': 1, 'schoolid': '1048', 'pageindex': 0, 'classname': '三楼东3', 'classid': '2416', 'schoolname': '南京晓庄学院滨河实验学校', 'gradeid': '2409', 'draw': 0, 'isadmin': 0, 'length': 10}]
34586 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '4775', 'pageindex': 0, 'classname': '（16）班', 'classid': '5429', 'schoolname': '南通市北城小学', 'gradeid': '5409', 'draw': 0, 'isadmin': 0, 'length': 10}]
34594 [{'gradename': '高三已毕业', 'start': 0, 'pageno': 1, 'schoolid': '9896', 'pageindex': 0, 'classname': '（5）班', 'classid': '9940', 'schoolname': '江苏省江浦高级中学', 'gradeid': '9899', 'draw': 0, 'isadmin': 0, 'length': 10}]
34596 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '1662', 'pageindex': 0, 'classname': '（7）班', 'classid': '2466', 'schoolname': '新沂市新华小学', 'gradeid': '2459', 'draw': 0, 'isadmin': 0, 'length': 10}]
34597 [{'gradename': '学前班', 'start': 0, 'pageno': 1, 'schoolid': '2522', 'pageindex': 0, 'classname': '（1）班', 'classid': '2944', 'schoolname': '江苏省邳州市奚仲路小学', 'gradeid': '2943', 'draw': 0, 'isadmin': 0, 'length': 10}]
34615 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '15976', 'pageindex': 0, 'classname': '（5）班', 'classid': '18617', 'schoolname': '昆明市五华区红旗小学名苑校区', 'gradeid': '16462', 'draw': 0, 'isadmin': 0, 'length': 10}]
34623 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '15949', 'pageindex': 0, 'classname': '（7）班', 'classid': '17683', 'schoolname': '杭州市澎致小学', 'gradeid': '16315', 'draw': 0, 'isadmin': 0, 'length': 10}]
34624 [{'gradename': '教室', 'start': 0, 'pageno': 1, 'schoolid': '8719', 'pageindex': 0, 'classname': '1-101', 'classid': '8865', 'schoolname': '湖北丹江口第一中学', 'gradeid': '8888', 'draw': 0, 'isadmin': 0, 'length': 10}]
34628 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '25739', 'pageindex': 0, 'classname': '（1）班', 'classid': '25863', 'schoolname': '亳州新方学校', 'gradeid': '25850', 'draw': 0, 'isadmin': 0, 'length': 10}]
34636 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '18796', 'pageindex': 0, 'classname': '（1）班', 'classid': '22103', 'schoolname': '鸣犊街道初级中学', 'gradeid': '22100', 'draw': 0, 'isadmin': 0, 'length': 10}]
34641 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '9977', 'pageindex': 0, 'classname': '（2）班', 'classid': '9980', 'schoolname': '宜昌市西陵区葛洲坝实验小学', 'gradeid': '9978', 'draw': 0, 'isadmin': 0, 'length': 10}]
34642 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '18803', 'pageindex': 0, 'classname': '（1）班', 'classid': '22028', 'schoolname': '鸣犊街道师村小学', 'gradeid': '22021', 'draw': 0, 'isadmin': 0, 'length': 10}]
34650 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '15944', 'pageindex': 0, 'classname': '（2）班', 'classid': '17562', 'schoolname': '柯灵小学辫志小学', 'gradeid': '16284', 'draw': 0, 'isadmin': 0, 'length': 10}]
34656 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '11397', 'pageindex': 0, 'classname': '（2）班', 'classid': '15377', 'schoolname': '长安兴国小学', 'gradeid': '14218', 'draw': 0, 'isadmin': 0, 'length': 10}]
34672 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '1041', 'pageindex': 0, 'classname': '（3）班', 'classid': '1980', 'schoolname': '常熟市东南实验小学', 'gradeid': '1042', 'draw': 0, 'isadmin': 0, 'length': 10}]
34684 [{'gradename': '综高一', 'start': 0, 'pageno': 1, 'schoolid': '6180', 'pageindex': 0, 'classname': '（2）班', 'classid': '6920', 'schoolname': '南京市溧水区溧水中专校', 'gradeid': '6181', 'draw': 0, 'isadmin': 0, 'length': 10}]
34689 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11099', 'pageindex': 0, 'classname': '（1）班', 'classid': '11659', 'schoolname': '韦曲世杰幼儿园', 'gradeid': '11655', 'draw': 0, 'isadmin': 0, 'length': 10}]
34698 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '11407', 'pageindex': 0, 'classname': '（2）班', 'classid': '12890', 'schoolname': '西安市长安区第一初级中学', 'gradeid': '12888', 'draw': 0, 'isadmin': 0, 'length': 10}]
34699 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '15913', 'pageindex': 0, 'classname': '（3）班', 'classid': '16736', 'schoolname': '康平县悦明小学', 'gradeid': '16076', 'draw': 0, 'isadmin': 0, 'length': 10}]
34701 [{'gradename': '5号楼', 'start': 0, 'pageno': 1, 'schoolid': '7512', 'pageindex': 0, 'classname': '3层学科会议室', 'classid': '8460', 'schoolname': '南京溧水经济开发区小学', 'gradeid': '8458', 'draw': 0, 'isadmin': 0, 'length': 10}]
34704 [{'gradename': '初一年级', 'start': 0, 'pageno': 1, 'schoolid': '23709', 'pageindex': 0, 'classname': '（8）班', 'classid': '25014', 'schoolname': '泗阳致远中学初中部', 'gradeid': '23710', 'draw': 0, 'isadmin': 0, 'length': 10}]
34709 [{'gradename': '中班', 'start': 0, 'pageno': 1, 'schoolid': '11277', 'pageindex': 0, 'classname': '（3）班', 'classid': '13508', 'schoolname': '长安区郭杜街道雅居乐幼儿园（铂琅峯园区）', 'gradeid': '13088', 'draw': 0, 'isadmin': 0, 'length': 10}]
34711 [{'gradename': '幼儿园小班', 'start': 0, 'pageno': 1, 'schoolid': '5858', 'pageindex': 0, 'classname': '小二班 （葡萄班）', 'classid': '7606', 'schoolname': '北京新东方扬州外国语学校', 'gradeid': '7602', 'draw': 0, 'isadmin': 0, 'length': 10}]
34720 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '15908', 'pageindex': 0, 'classname': '（1）班', 'classid': '16565', 'schoolname': '康平县第一中学', 'gradeid': '16053', 'draw': 0, 'isadmin': 0, 'length': 10}]
34724 [{'gradename': '初三', 'start': 0, 'pageno': 1, 'schoolid': '3613', 'pageindex': 0, 'classname': '（1）班', 'classid': '3956', 'schoolname': '南京市溧水区东屏初级中学', 'gradeid': '3948', 'draw': 0, 'isadmin': 0, 'length': 10}]
34727 [{'gradename': '初三', 'start': 0, 'pageno': 1, 'schoolid': '158', 'pageindex': 0, 'classname': '（4）班', 'classid': '189', 'schoolname': '常熟市孝友中学', 'gradeid': '185', 'draw': 0, 'isadmin': 0, 'length': 10}]
34728 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '5736', 'pageindex': 0, 'classname': '德育处', 'classid': '6651', 'schoolname': '台州市路桥区横街镇中学', 'gradeid': '6645', 'draw': 0, 'isadmin': 0, 'length': 10}]
34731 [{'gradename': '17级护理', 'start': 0, 'pageno': 1, 'schoolid': '4803', 'pageindex': 0, 'classname': '（3）班', 'classid': '5130', 'schoolname': '黄平县中等职业学校', 'gradeid': '5109', 'draw': 0, 'isadmin': 0, 'length': 10}]
34732 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '11307', 'pageindex': 0, 'classname': '（2）班', 'classid': '14442', 'schoolname': '大兆街道三益小学', 'gradeid': '13729', 'draw': 0, 'isadmin': 0, 'length': 10}]
34738 [{'gradename': '保安', 'start': 0, 'pageno': 1, 'schoolid': '7329', 'pageindex': 0, 'classname': '夜班', 'classid': '7448', 'schoolname': '南京师范大学附属中学江宁分校幼儿园', 'gradeid': '7332', 'draw': 0, 'isadmin': 0, 'length': 10}]
34752 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '23951', 'pageindex': 0, 'classname': '（3）班', 'classid': '24144', 'schoolname': '博爱学校', 'gradeid': '23974', 'draw': 0, 'isadmin': 0, 'length': 10}]
34755 [{'gradename': '19年级', 'start': 0, 'pageno': 1, 'schoolid': '10257', 'pageindex': 0, 'classname': '19机电技术应用（2）班赵文赞（668044）', 'classid': '10737', 'schoolname': '天台职业中专', 'gradeid': '10724', 'draw': 0, 'isadmin': 0, 'length': 10}]
34758 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '1075', 'pageindex': 0, 'classname': '（2）班', 'classid': '6688', 'schoolname': '江山市大溪滩小学', 'gradeid': '6686', 'draw': 0, 'isadmin': 0, 'length': 10}]
34761 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '11407', 'pageindex': 0, 'classname': '（3）班', 'classid': '12891', 'schoolname': '西安市长安区第一初级中学', 'gradeid': '12888', 'draw': 0, 'isadmin': 0, 'length': 10}]
34766 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '10029', 'pageindex': 0, 'classname': '（4）班', 'classid': '10272', 'schoolname': '南京市浦口区新浦实验小学', 'gradeid': '10261', 'draw': 0, 'isadmin': 0, 'length': 10}]
34769 [{'gradename': '九年级', 'start': 0, 'pageno': 1, 'schoolid': '11427', 'pageindex': 0, 'classname': '（4）班', 'classid': '12134', 'schoolname': '长安区第三中学', 'gradeid': '12105', 'draw': 0, 'isadmin': 0, 'length': 10}]
34775 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '6377', 'pageindex': 0, 'classname': '（3）班', 'classid': '10691', 'schoolname': '开发测试演示学校', 'gradeid': '10687', 'draw': 0, 'isadmin': 0, 'length': 10}]
34785 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '11348', 'pageindex': 0, 'classname': '（1）班', 'classid': '14844', 'schoolname': '王莽街道中心小学', 'gradeid': '13958', 'draw': 0, 'isadmin': 0, 'length': 10}]
34799 [{'gradename': '报告厅', 'start': 0, 'pageno': 1, 'schoolid': '3747', 'pageindex': 0, 'classname': '管理', 'classid': '10616', 'schoolname': '泗阳县众兴实验小学', 'gradeid': '10615', 'draw': 0, 'isadmin': 0, 'length': 10}]
34808 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '2206', 'pageindex': 0, 'classname': '（16）', 'classid': '6706', 'schoolname': '江山二中', 'gradeid': '6691', 'draw': 0, 'isadmin': 0, 'length': 10}]
34821 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '1041', 'pageindex': 0, 'classname': '（8）班', 'classid': '1985', 'schoolname': '常熟市东南实验小学', 'gradeid': '1042', 'draw': 0, 'isadmin': 0, 'length': 10}]
34829 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '23930', 'pageindex': 0, 'classname': '（5）班', 'classid': '24668', 'schoolname': '凤凰中英文学校', 'gradeid': '24552', 'draw': 0, 'isadmin': 0, 'length': 10}]
34837 [{'gradename': '九年级', 'start': 0, 'pageno': 1, 'schoolid': '8270', 'pageindex': 0, 'classname': '（3）班', 'classid': '8284', 'schoolname': '南京市浦口区行知中学', 'gradeid': '8273', 'draw': 0, 'isadmin': 0, 'length': 10}]
34838 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '15837', 'pageindex': 0, 'classname': '（11）班', 'classid': '15867', 'schoolname': '长安一中', 'gradeid': '15839', 'draw': 0, 'isadmin': 0, 'length': 10}]
34845 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '18711', 'pageindex': 0, 'classname': '（1）班', 'classid': '18713', 'schoolname': '扬州文津中学', 'gradeid': '18712', 'draw': 0, 'isadmin': 0, 'length': 10}]
34851 [{'gradename': '2020级', 'start': 0, 'pageno': 1, 'schoolid': '2997', 'pageindex': 0, 'classname': '（4）班', 'classid': '3463', 'schoolname': '泰安师范附属学校', 'gradeid': '3059', 'draw': 0, 'isadmin': 0, 'length': 10}]
34855 [{'gradename': '测试班级', 'start': 0, 'pageno': 1, 'schoolid': '3216', 'pageindex': 0, 'classname': '（1）班', 'classid': '3245', 'schoolname': '南京汉开书院', 'gradeid': '3244', 'draw': 0, 'isadmin': 0, 'length': 10}]
34867 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '2117', 'pageindex': 0, 'classname': '（3）班', 'classid': '2148', 'schoolname': '徐州丰县广宇中英文学校', 'gradeid': '2137', 'draw': 0, 'isadmin': 0, 'length': 10}]
34881 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11096', 'pageindex': 0, 'classname': '（3）班', 'classid': '11601', 'schoolname': '品格风憬天下幼儿园', 'gradeid': '11581', 'draw': 0, 'isadmin': 0, 'length': 10}]
34886 [{'gradename': '中班', 'start': 0, 'pageno': 1, 'schoolid': '11151', 'pageindex': 0, 'classname': '（2）班', 'classid': '13244', 'schoolname': '黄良街道中心幼儿园', 'gradeid': '12980', 'draw': 0, 'isadmin': 0, 'length': 10}]
34895 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '6982', 'pageindex': 0, 'classname': '（8）班', 'classid': '6993', 'schoolname': '南京市北京东路小学棠城分校', 'gradeid': '6983', 'draw': 0, 'isadmin': 0, 'length': 10}]
34897 [{'gradename': '中班', 'start': 0, 'pageno': 1, 'schoolid': '11283', 'pageindex': 0, 'classname': '（1）班', 'classid': '13543', 'schoolname': '引镇街道北留幼儿园', 'gradeid': '13103', 'draw': 0, 'isadmin': 0, 'length': 10}]
34903 [{'gradename': '初三', 'start': 0, 'pageno': 1, 'schoolid': '9856', 'pageindex': 0, 'classname': '（8）班', 'classid': '9887', 'schoolname': '苏州湾实验初级中学', 'gradeid': '9859', 'draw': 0, 'isadmin': 0, 'length': 10}]
34904 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '24678', 'pageindex': 0, 'classname': '（8）班', 'classid': '24692', 'schoolname': '高淳区淳溪中心小学', 'gradeid': '24679', 'draw': 0, 'isadmin': 0, 'length': 10}]
34909 [{'gradename': '金木工坊', 'start': 0, 'pageno': 1, 'schoolid': '1064', 'pageindex': 0, 'classname': '1', 'classid': '25958', 'schoolname': '未来领导力学校', 'gradeid': '25944', 'draw': 0, 'isadmin': 0, 'length': 10}]
34926 [{'gradename': '教室', 'start': 0, 'pageno': 1, 'schoolid': '8719', 'pageindex': 0, 'classname': '1-306', 'classid': '8880', 'schoolname': '湖北丹江口第一中学', 'gradeid': '8888', 'draw': 0, 'isadmin': 0, 'length': 10}]
34933 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '4772', 'pageindex': 0, 'classname': '（1）班', 'classid': '4779', 'schoolname': '江阴市顾山实验小学', 'gradeid': '4778', 'draw': 0, 'isadmin': 0, 'length': 10}]
34934 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '22440', 'pageindex': 0, 'classname': '（16）班', 'classid': '25437', 'schoolname': '滨州市滨城区第六中学', 'gradeid': '25406', 'draw': 0, 'isadmin': 0, 'length': 10}]
34936 [{'gradename': '六年级已毕业', 'start': 0, 'pageno': 1, 'schoolid': '1060', 'pageindex': 0, 'classname': '（7）班', 'classid': '2955', 'schoolname': '徐州市民主路小学', 'gradeid': '2948', 'draw': 0, 'isadmin': 0, 'length': 10}]
34942 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11298', 'pageindex': 0, 'classname': '（3）班', 'classid': '13682', 'schoolname': '西安市长安区郭杜街道尔雅常春藤幼儿园', 'gradeid': '13147', 'draw': 0, 'isadmin': 0, 'length': 10}]
34947 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '8286', 'pageindex': 0, 'classname': '（7）班', 'classid': '15815', 'schoolname': '江苏省溧水高级中学附属初级中学', 'gradeid': '15785', 'draw': 0, 'isadmin': 0, 'length': 10}]
34952 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '11422', 'pageindex': 0, 'classname': '（1）班', 'classid': '12367', 'schoolname': '杨庄街道初级中学', 'gradeid': '12364', 'draw': 0, 'isadmin': 0, 'length': 10}]
34953 [{'gradename': '初三', 'start': 0, 'pageno': 1, 'schoolid': '23076', 'pageindex': 0, 'classname': '（2）班', 'classid': '23254', 'schoolname': '江阴实验中学', 'gradeid': '23222', 'draw': 0, 'isadmin': 0, 'length': 10}]
34958 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '11387', 'pageindex': 0, 'classname': '（2）班', 'classid': '15218', 'schoolname': '引镇街道中心学校', 'gradeid': '14163', 'draw': 0, 'isadmin': 0, 'length': 10}]
34961 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '9565', 'pageindex': 0, 'classname': '（16）班', 'classid': '10003', 'schoolname': '江苏省泗阳县实验小学', 'gradeid': '9568', 'draw': 0, 'isadmin': 0, 'length': 10}]
34962 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '23074', 'pageindex': 0, 'classname': '（2）班', 'classid': '23147', 'schoolname': '江苏省南菁高级中学', 'gradeid': '23116', 'draw': 0, 'isadmin': 0, 'length': 10}]
34968 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '25404', 'pageindex': 0, 'classname': '（9）班', 'classid': '25457', 'schoolname': '滨州市滨城区清怡小学', 'gradeid': '25448', 'draw': 0, 'isadmin': 0, 'length': 10}]
34983 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '5839', 'pageindex': 0, 'classname': '（3）班', 'classid': '6345', 'schoolname': '三盟科技大学附属学校', 'gradeid': '6320', 'draw': 0, 'isadmin': 0, 'length': 10}]
34989 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '22962', 'pageindex': 0, 'classname': '（24）班', 'classid': '22989', 'schoolname': '江阴初级中学', 'gradeid': '22963', 'draw': 0, 'isadmin': 0, 'length': 10}]
34991 [{'gradename': '2017级', 'start': 0, 'pageno': 1, 'schoolid': '4885', 'pageindex': 0, 'classname': '2017级11班', 'classid': '4954', 'schoolname': '衢州兴华中学', 'gradeid': '4917', 'draw': 0, 'isadmin': 0, 'length': 10}]
34997 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '1387', 'pageindex': 0, 'classname': '（18）班', 'classid': '1514', 'schoolname': '上饶市广丰一中', 'gradeid': '1390', 'draw': 0, 'isadmin': 0, 'length': 10}]
34998 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '23951', 'pageindex': 0, 'classname': '（1）班', 'classid': '23979', 'schoolname': '博爱学校', 'gradeid': '23966', 'draw': 0, 'isadmin': 0, 'length': 10}]
35000 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '8286', 'pageindex': 0, 'classname': '（9）班', 'classid': '15817', 'schoolname': '江苏省溧水高级中学附属初级中学', 'gradeid': '15785', 'draw': 0, 'isadmin': 0, 'length': 10}]
