10012 [{'pageno': 1, 'start': 0, 'classname': '（6）百合班', 'schoolid': '3747', 'isadmin': 0, 'classid': '3887', 'draw': 0, 'gradeid': '3854', 'schoolname': '泗阳县众兴实验小学', 'gradename': '五', 'pageindex': 0, 'length': 10}]
17698 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '6192', 'isadmin': 0, 'classid': '6232', 'draw': 0, 'gradeid': '6198', 'schoolname': '天台始丰小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
17699 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3943', 'isadmin': 0, 'classid': '7042', 'draw': 0, 'gradeid': '7040', 'schoolname': '南京溧水区工交幼儿园', 'gradename': '小班', 'pageindex': 0, 'length': 10}]
17721 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '6769', 'draw': 0, 'gradeid': '6745', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
17727 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '3036', 'isadmin': 0, 'classid': '3147', 'draw': 0, 'gradeid': '3128', 'schoolname': '太仓市新区第三小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
17743 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '6784', 'draw': 0, 'gradeid': '6744', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '七年级', 'pageindex': 0, 'length': 10}]
17759 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '2997', 'isadmin': 0, 'classid': '3457', 'draw': 0, 'gradeid': '3057', 'schoolname': '泰安师范附属学校', 'gradename': '2018级', 'pageindex': 0, 'length': 10}]
17763 [{'pageno': 1, 'start': 0, 'classname': '一楼西2', 'schoolid': '1048', 'isadmin': 0, 'classid': '2337', 'draw': 0, 'gradeid': '2332', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '小学部教学楼', 'pageindex': 0, 'length': 10}]
17765 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '7641', 'isadmin': 0, 'classid': '7653', 'draw': 0, 'gradeid': '7644', 'schoolname': '扬子一中松杨路分校', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
17770 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '2206', 'isadmin': 0, 'classid': '2712', 'draw': 0, 'gradeid': '2680', 'schoolname': '江山二中', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
17773 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '4390', 'isadmin': 0, 'classid': '6957', 'draw': 0, 'gradeid': '6952', 'schoolname': '上海市亭林中学', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
17776 [{'pageno': 1, 'start': 0, 'classname': '星梦园', 'schoolid': '5698', 'isadmin': 0, 'classid': '5715', 'draw': 0, 'gradeid': '5699', 'schoolname': '衢州市开化县齐溪镇中心小学', 'gradename': '宿舍', 'pageindex': 0, 'length': 10}]
17779 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '2997', 'isadmin': 0, 'classid': '3471', 'draw': 0, 'gradeid': '3061', 'schoolname': '泰安师范附属学校', 'gradename': '2022级', 'pageindex': 0, 'length': 10}]
17805 [{'pageno': 1, 'start': 0, 'classname': '（14）小海星班', 'schoolid': '3747', 'isadmin': 0, 'classid': '3829', 'draw': 0, 'gradeid': '3748', 'schoolname': '泗阳县众兴实验小学', 'gradename': '一', 'pageindex': 0, 'length': 10}]
17812 [{'pageno': 1, 'start': 0, 'classname': '正门厅1', 'schoolid': '1048', 'isadmin': 0, 'classid': '2435', 'draw': 0, 'gradeid': '2434', 'schoolname': '南京晓庄学院滨河实验学校', 'gradename': '中学部信息屏', 'pageindex': 0, 'length': 10}]
17816 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '5736', 'isadmin': 0, 'classid': '6648', 'draw': 0, 'gradeid': '6645', 'schoolname': '台州市路桥区横街镇中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
17821 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '6779', 'draw': 0, 'gradeid': '6744', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '七年级', 'pageindex': 0, 'length': 10}]
17829 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '3744', 'isadmin': 0, 'classid': '4601', 'draw': 0, 'gradeid': '4583', 'schoolname': '南京市溧水区石湫镇中心小学', 'gradename': '六年级-2019毕业', 'pageindex': 0, 'length': 10}]
17851 [{'pageno': 1, 'start': 0, 'classname': '（14）班', 'schoolid': '5600', 'isadmin': 0, 'classid': '5644', 'draw': 0, 'gradeid': '5631', 'schoolname': '射阳县初级中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
17852 [{'pageno': 1, 'start': 0, 'classname': '高二(8)班', 'schoolid': '551', 'isadmin': 0, 'classid': '1964', 'draw': 0, 'gradeid': '561', 'schoolname': '苏州星海实验中学', 'gradename': 'C4楼高中', 'pageindex': 0, 'length': 10}]
17881 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '6786', 'draw': 0, 'gradeid': '6743', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
17882 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '2674', 'draw': 0, 'gradeid': '2628', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
17888 [{'pageno': 1, 'start': 0, 'classname': '（12）班', 'schoolid': '1439', 'isadmin': 0, 'classid': '1545', 'draw': 0, 'gradeid': '1440', 'schoolname': '广丰一中锐境学校', 'gradename': '七年级', 'pageindex': 0, 'length': 10}]
17900 [{'pageno': 1, 'start': 0, 'classname': '2016级19班', 'schoolid': '4885', 'isadmin': 0, 'classid': '4987', 'draw': 0, 'gradeid': '4915', 'schoolname': '衢州兴华中学', 'gradename': '2016级', 'pageindex': 0, 'length': 10}]
17903 [{'pageno': 1, 'start': 0, 'classname': '5', 'schoolid': '6653', 'isadmin': 0, 'classid': '7024', 'draw': 0, 'gradeid': '6654', 'schoolname': '汉开书院淮安校区', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
17920 [{'pageno': 1, 'start': 0, 'classname': '武术套路', 'schoolid': '3575', 'isadmin': 0, 'classid': '5389', 'draw': 0, 'gradeid': '5284', 'schoolname': '遂昌县青少年宫', 'gradename': '武术', 'pageindex': 0, 'length': 10}]
17921 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '6192', 'isadmin': 0, 'classid': '6224', 'draw': 0, 'gradeid': '6197', 'schoolname': '天台始丰小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
17959 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '5499', 'isadmin': 0, 'classid': '5551', 'draw': 0, 'gradeid': '5500', 'schoolname': '苏州湾实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
17963 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '2781', 'isadmin': 0, 'classid': '2850', 'draw': 0, 'gradeid': '2818', 'schoolname': '太仓市弇山小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
17971 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3782', 'isadmin': 0, 'classid': '3790', 'draw': 0, 'gradeid': '3783', 'schoolname': '泰州市姜堰区实验小学教育集团', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
17974 [{'pageno': 1, 'start': 0, 'classname': '高二年级组', 'schoolid': '6058', 'isadmin': 0, 'classid': '6095', 'draw': 0, 'gradeid': '6094', 'schoolname': '扬州大学附属中学', 'gradename': '信息发布屏', 'pageindex': 0, 'length': 10}]
17975 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '7512', 'isadmin': 0, 'classid': '7587', 'draw': 0, 'gradeid': '7518', 'schoolname': '南京溧水经济开发区小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
17985 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '3614', 'isadmin': 0, 'classid': '4198', 'draw': 0, 'gradeid': '4187', 'schoolname': '南京市溧水区明觉初级中学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
17992 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '4775', 'isadmin': 0, 'classid': '5462', 'draw': 0, 'gradeid': '5412', 'schoolname': '南通市北城小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
17999 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '5736', 'isadmin': 0, 'classid': '5749', 'draw': 0, 'gradeid': '5738', 'schoolname': '台州市路桥区横街镇中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
18009 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2746', 'draw': 0, 'gradeid': '2729', 'schoolname': '徐州市民主路小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
18010 [{'pageno': 1, 'start': 0, 'classname': '悦读计划', 'schoolid': '3575', 'isadmin': 0, 'classid': '5380', 'draw': 0, 'gradeid': '5279', 'schoolname': '遂昌县青少年宫', 'gradename': '悦读计划', 'pageindex': 0, 'length': 10}]
18047 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '3521', 'isadmin': 0, 'classid': '5216', 'draw': 0, 'gradeid': '4790', 'schoolname': '江阴市澄江中心小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
18052 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '2206', 'isadmin': 0, 'classid': '2696', 'draw': 0, 'gradeid': '2679', 'schoolname': '江山二中', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
18054 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '810', 'isadmin': 0, 'classid': '7247', 'draw': 0, 'gradeid': '7244', 'schoolname': '江山市清湖高级中学', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
18059 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '748', 'isadmin': 0, 'classid': '755', 'draw': 0, 'gradeid': '754', 'schoolname': '江山贺村第二小学', 'gradename': '六年级(升)', 'pageindex': 0, 'length': 10}]
18060 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '2203', 'draw': 0, 'gradeid': '2156', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
18068 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '2191', 'draw': 0, 'gradeid': '2155', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '八年级', 'pageindex': 0, 'length': 10}]
18069 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '3943', 'isadmin': 0, 'classid': '4166', 'draw': 0, 'gradeid': '4154', 'schoolname': '南京溧水区工交幼儿园', 'gradename': '大班2018', 'pageindex': 0, 'length': 10}]
18078 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '5225', 'isadmin': 0, 'classid': '5234', 'draw': 0, 'gradeid': '5227', 'schoolname': '上海市延河中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
18097 [{'pageno': 1, 'start': 0, 'classname': '（22）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1518', 'draw': 0, 'gradeid': '1390', 'schoolname': '上饶市广丰一中', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
18106 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '854', 'isadmin': 0, 'classid': '7049', 'draw': 0, 'gradeid': '7046', 'schoolname': '苏州市金筑实验小学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
18113 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '2522', 'isadmin': 0, 'classid': '2914', 'draw': 0, 'gradeid': '2912', 'schoolname': '江苏省邳州市奚仲路小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
18140 [{'pageno': 1, 'start': 0, 'classname': '教学楼二', 'schoolid': '4775', 'isadmin': 0, 'classid': '5567', 'draw': 0, 'gradeid': '5566', 'schoolname': '南通市北城小学', 'gradename': '公共大屏', 'pageindex': 0, 'length': 10}]
18152 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '944', 'isadmin': 0, 'classid': '1897', 'draw': 0, 'gradeid': '1658', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '2019届毕业生', 'pageindex': 0, 'length': 10}]
18155 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '947', 'isadmin': 0, 'classid': '1007', 'draw': 0, 'gradeid': '953', 'schoolname': '江苏省溧水高级中学', 'gradename': '流动教室', 'pageindex': 0, 'length': 10}]
18180 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '1041', 'isadmin': 0, 'classid': '2000', 'draw': 0, 'gradeid': '1996', 'schoolname': '常熟市东南实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
18189 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '6837', 'isadmin': 0, 'classid': '6859', 'draw': 0, 'gradeid': '6840', 'schoolname': '南京市北京东路小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
18205 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3614', 'isadmin': 0, 'classid': '4109', 'draw': 0, 'gradeid': '4103', 'schoolname': '南京市溧水区明觉初级中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
18240 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '3521', 'isadmin': 0, 'classid': '4799', 'draw': 0, 'gradeid': '4787', 'schoolname': '江阴市澄江中心小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
18248 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '1439', 'isadmin': 0, 'classid': '1538', 'draw': 0, 'gradeid': '1440', 'schoolname': '广丰一中锐境学校', 'gradename': '七年级', 'pageindex': 0, 'length': 10}]
18262 [{'pageno': 1, 'start': 0, 'classname': '（34）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1530', 'draw': 0, 'gradeid': '1390', 'schoolname': '上饶市广丰一中', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
18263 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '6349', 'isadmin': 0, 'classid': '6376', 'draw': 0, 'gradeid': '6352', 'schoolname': '南京市九龙中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
18264 [{'pageno': 1, 'start': 0, 'classname': '（3）班（无）', 'schoolid': '5499', 'isadmin': 0, 'classid': '5523', 'draw': 0, 'gradeid': '5503', 'schoolname': '苏州湾实验小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
18289 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '158', 'isadmin': 0, 'classid': '173', 'draw': 0, 'gradeid': '163', 'schoolname': '常熟市孝友中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
18293 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '3036', 'isadmin': 0, 'classid': '3143', 'draw': 0, 'gradeid': '3128', 'schoolname': '太仓市新区第三小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
18307 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '5600', 'isadmin': 0, 'classid': '5635', 'draw': 0, 'gradeid': '5631', 'schoolname': '射阳县初级中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
18315 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2953', 'draw': 0, 'gradeid': '2948', 'schoolname': '徐州市民主路小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
18319 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '6771', 'draw': 0, 'gradeid': '6745', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
18326 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2752', 'draw': 0, 'gradeid': '2729', 'schoolname': '徐州市民主路小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
18334 [{'pageno': 1, 'start': 0, 'classname': '大二班 （月亮班）', 'schoolid': '5858', 'isadmin': 0, 'classid': '7612', 'draw': 0, 'gradeid': '7604', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '幼儿园大班', 'pageindex': 0, 'length': 10}]
18340 [{'pageno': 1, 'start': 0, 'classname': '20届生物01班(等级)', 'schoolid': '955', 'isadmin': 0, 'classid': '2230', 'draw': 0, 'gradeid': '2221', 'schoolname': '上海理工大学附属中学', 'gradename': '高二教学班（等级）', 'pageindex': 0, 'length': 10}]
18358 [{'pageno': 1, 'start': 0, 'classname': '一', 'schoolid': '3612', 'isadmin': 0, 'classid': '3624', 'draw': 0, 'gradeid': '3623', 'schoolname': '南京市溧水区白马中学', 'gradename': '未分配', 'pageindex': 0, 'length': 10}]
18361 [{'pageno': 1, 'start': 0, 'classname': '二班', 'schoolid': '3040', 'isadmin': 0, 'classid': '3274', 'draw': 0, 'gradeid': '3252', 'schoolname': '太仓市实验小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
18368 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3615', 'isadmin': 0, 'classid': '3702', 'draw': 0, 'gradeid': '3680', 'schoolname': '南京市金陵中学溧水分校', 'gradename': '初三 ', 'pageindex': 0, 'length': 10}]
18406 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '1068', 'isadmin': 0, 'classid': '1641', 'draw': 0, 'gradeid': '1637', 'schoolname': '连云港市赣榆县第一中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
18421 [{'pageno': 1, 'start': 0, 'classname': '18级19班', 'schoolid': '4885', 'isadmin': 0, 'classid': '4941', 'draw': 0, 'gradeid': '4918', 'schoolname': '衢州兴华中学', 'gradename': '2018', 'pageindex': 0, 'length': 10}]
18427 [{'pageno': 1, 'start': 0, 'classname': '九号楼三楼北', 'schoolid': '7512', 'isadmin': 0, 'classid': '7595', 'draw': 0, 'gradeid': '7591', 'schoolname': '南京溧水经济开发区小学', 'gradename': '公共区域大屏', 'pageindex': 0, 'length': 10}]
18439 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '5839', 'isadmin': 0, 'classid': '6332', 'draw': 0, 'gradeid': '6318', 'schoolname': '三盟科技大学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
18455 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '1', 'isadmin': 0, 'classid': '719', 'draw': 0, 'gradeid': '682', 'schoolname': '苏州紫橙实验学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
18462 [{'pageno': 1, 'start': 0, 'classname': '（4）茉莉班', 'schoolid': '3747', 'isadmin': 0, 'classid': '3885', 'draw': 0, 'gradeid': '3854', 'schoolname': '泗阳县众兴实验小学', 'gradename': '五', 'pageindex': 0, 'length': 10}]
18465 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '910', 'isadmin': 0, 'classid': '923', 'draw': 0, 'gradeid': '911', 'schoolname': '郑州市第二十四中学', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
18482 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '6571', 'isadmin': 0, 'classid': '6590', 'draw': 0, 'gradeid': '6575', 'schoolname': '洛阳西工区外国语小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
